SMILES	SMILES_CANONICAL	MOLPORTID	STANDARD_INCHI	INCHIKEY	PRICERANGE_1MG	PRICERANGE_5MG	PRICERANGE_50MG	BEST_LEAD_TIME
BrC1=CC=C(S1)S(=O)(=O)NC1=C(C=CC=C1)C(=O)NCC1CCCO1	Brc1ccc(s1)S(=O)(=O)Nc1ccccc1C(=O)NCC1CCCO1	MolPort-000-124-108	InChI=1S/C16H17BrN2O4S2/c17-14-7-8-15(24-14)25(21,22)19-13-6-2-1-5-12(13)16(20)18-10-11-4-3-9-23-11/h1-2,5-8,11,19H,3-4,9-10H2,(H,18,20)	KKOSOTDOLRKAID-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CC(C)(C)NC(=O)C1=C(NS(=O)(=O)C2=CC=CS2)C=CC=C1	CC(C)(C)NC(=O)c1ccccc1NS(=O)(=O)c1cccs1	MolPort-000-124-109	InChI=1S/C15H18N2O3S2/c1-15(2,3)16-14(18)11-7-4-5-8-12(11)17-22(19,20)13-9-6-10-21-13/h4-10,17H,1-3H3,(H,16,18)	KTXVMYALFUFGJC-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CN1C(=O)N(C)C2=CC(NC(=O)C3=C(NS(C)(=O)=O)C=CC=C3)=CC=C12	Cn1c2ccc(NC(=O)c3ccccc3NS(C)(=O)=O)cc2n(C)c1=O	MolPort-000-124-110	InChI=1S/C17H18N4O4S/c1-20-14-9-8-11(10-15(14)21(2)17(20)23)18-16(22)12-6-4-5-7-13(12)19-26(3,24)25/h4-10,19H,1-3H3,(H,18,22)	WHKQJVWCVYSITM-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
COC1=CC=CC(=C1)N(CC(=O)NCCN1CCOCC1)S(=O)(=O)C1=CC=CC=C1	COc1cccc(c1)N(CC(=O)NCCN1CCOCC1)S(=O)(=O)c1ccccc1	MolPort-000-124-111	InChI=1S/C21H27N3O5S/c1-28-19-7-5-6-18(16-19)24(30(26,27)20-8-3-2-4-9-20)17-21(25)22-10-11-23-12-14-29-15-13-23/h2-9,16H,10-15,17H2,1H3,(H,22,25)	CXUQDLQHPZCNNR-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
O=C(NCCCN1CCOCC1)C1=CC2=C(O1)C=CC1=C2C=CC=C1	O=C(NCCCN1CCOCC1)c1cc2c(ccc3ccccc23)o1	MolPort-000-124-112	InChI=1S/C20H22N2O3/c23-20(21-8-3-9-22-10-12-24-13-11-22)19-14-17-16-5-2-1-4-15(16)6-7-18(17)25-19/h1-2,4-7,14H,3,8-13H2,(H,21,23)	IRZRVKQGMKQLHF-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
O=C(NC1=C(C=CC=C1)C(=O)NCC1=CC=CN=C1)C1=CC2=CC=CC=C2O1	O=C(Nc1ccccc1C(=O)NCc1cccnc1)c1cc2ccccc2o1	MolPort-000-124-113	InChI=1S/C22H17N3O3/c26-21(24-14-15-6-5-11-23-13-15)17-8-2-3-9-18(17)25-22(27)20-12-16-7-1-4-10-19(16)28-20/h1-13H,14H2,(H,24,26)(H,25,27)	DVCPPXABRYNSLK-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CC1=CC=CC(=C1)N(CC(=O)NCCCN1CCOCC1)S(C)(=O)=O	Cc1cccc(c1)N(CC(=O)NCCCN1CCOCC1)S(C)(=O)=O	MolPort-000-124-114	InChI=1S/C17H27N3O4S/c1-15-5-3-6-16(13-15)20(25(2,22)23)14-17(21)18-7-4-8-19-9-11-24-12-10-19/h3,5-6,13H,4,7-12,14H2,1-2H3,(H,18,21)	HRGGBEXBYASYKY-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCN(CC)C(=O)C1=C(NS(=O)(=O)C2=CC3=C(OCCO3)C=C2)C=CC=C1	CCN(CC)C(=O)c1ccccc1NS(=O)(=O)c1ccc2OCCOc2c1	MolPort-000-124-115	InChI=1S/C19H22N2O5S/c1-3-21(4-2)19(22)15-7-5-6-8-16(15)20-27(23,24)14-9-10-17-18(13-14)26-12-11-25-17/h5-10,13,20H,3-4,11-12H2,1-2H3	KMKIXUXCIIBRJX-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(C)C=C(C=C1)S(=O)(=O)NC1=CC=C2N(C)C(=O)N(C)C2=C1	COc1ccc(cc1C)S(=O)(=O)Nc1ccc2n(C)c(=O)n(C)c2c1	MolPort-000-124-116	InChI=1S/C17H19N3O4S/c1-11-9-13(6-8-16(11)24-4)25(22,23)18-12-5-7-14-15(10-12)20(3)17(21)19(14)2/h5-10,18H,1-4H3	DDTJCMKNJBJTQX-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CC1=C(Cl)C=C(C=C1)N(CC(=O)NCCN1CCOCC1)S(C)(=O)=O	Cc1ccc(cc1Cl)N(CC(=O)NCCN1CCOCC1)S(C)(=O)=O	MolPort-000-124-117	InChI=1S/C16H24ClN3O4S/c1-13-3-4-14(11-15(13)17)20(25(2,22)23)12-16(21)18-5-6-19-7-9-24-10-8-19/h3-4,11H,5-10,12H2,1-2H3,(H,18,21)	GFXZTTBYLFQCKQ-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CC1=CC=CC(N2CCN(CC2)C(=O)CN2C(=O)C3=C4C2=CC=CC4=CC=C3)=C1C	Cc1cccc(N2CCN(CC2)C(=O)CN2C(=O)c3cccc4cccc2c34)c1C	MolPort-000-124-118	InChI=1S/C25H25N3O2/c1-17-6-3-10-21(18(17)2)26-12-14-27(15-13-26)23(29)16-28-22-11-5-8-19-7-4-9-20(24(19)22)25(28)30/h3-11H,12-16H2,1-2H3	OJHCLJFMQVKLKU-UHFFFAOYSA-N	< 50	< 50	null	10
CC(N1C2=C3C(=CC=CC3=CC=C2)S1(=O)=O)C(=O)NC1=CC(NC(C)=O)=CC=C1	CC(N1c2cccc3cccc(c23)S1(=O)=O)C(=O)Nc1cccc(NC(C)=O)c1	MolPort-000-124-119	InChI=1S/C21H19N3O4S/c1-13(21(26)23-17-9-5-8-16(12-17)22-14(2)25)24-18-10-3-6-15-7-4-11-19(20(15)18)29(24,27)28/h3-13H,1-2H3,(H,22,25)(H,23,26)	SJCJBEJEIBOSMT-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCN(CC)C(=O)C1=C(NC(=O)CN2C(=O)C3=C4C2=CC=CC4=CC=C3)C=CC=C1	CCN(CC)C(=O)c1ccccc1NC(=O)CN1C(=O)c2cccc3cccc1c23	MolPort-000-124-120	InChI=1S/C24H23N3O3/c1-3-26(4-2)23(29)17-11-5-6-13-19(17)25-21(28)15-27-20-14-8-10-16-9-7-12-18(22(16)20)24(27)30/h5-14H,3-4,15H2,1-2H3,(H,25,28)	ZYVWNRYLGHMQGH-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CC(C)C1=CC=C(C=C1)N(CC(=O)NC1=CC=C2N(C)C(=O)N(C)C2=C1)S(C)(=O)=O	CC(C)c1ccc(cc1)N(CC(=O)Nc1ccc2n(C)c(=O)n(C)c2c1)S(C)(=O)=O	MolPort-000-124-121	InChI=1S/C21H26N4O4S/c1-14(2)15-6-9-17(10-7-15)25(30(5,28)29)13-20(26)22-16-8-11-18-19(12-16)24(4)21(27)23(18)3/h6-12,14H,13H2,1-5H3,(H,22,26)	RULUDLZIYOAUNX-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CS(=O)(=O)N(CC(=O)NC1=C(OC2=CC=CC=C2)C=CC=C1)C1=CC2=C(OCO2)C=C1	CS(=O)(=O)N(CC(=O)Nc1ccccc1Oc1ccccc1)c1ccc2OCOc2c1	MolPort-000-124-122	InChI=1S/C22H20N2O6S/c1-31(26,27)24(16-11-12-20-21(13-16)29-15-28-20)14-22(25)23-18-9-5-6-10-19(18)30-17-7-3-2-4-8-17/h2-13H,14-15H2,1H3,(H,23,25)	HXTYQVSPWAWZGJ-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CS(=O)(=O)N(CC(=O)N1CC(=O)NC2=C1C=CC=C2)C1=CC2=C(OCO2)C=C1	CS(=O)(=O)N(CC(=O)N1CC(=O)Nc2ccccc12)c1ccc2OCOc2c1	MolPort-000-124-123	InChI=1S/C18H17N3O6S/c1-28(24,25)21(12-6-7-15-16(8-12)27-11-26-15)10-18(23)20-9-17(22)19-13-4-2-3-5-14(13)20/h2-8H,9-11H2,1H3,(H,19,22)	FJAXLIBMROJADL-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCC1=C(C=CC=C1)N(CC(=O)N1CC(=O)NC2=C1C=CC=C2)S(C)(=O)=O	CCc1ccccc1N(CC(=O)N1CC(=O)Nc2ccccc12)S(C)(=O)=O	MolPort-000-124-124	InChI=1S/C19H21N3O4S/c1-3-14-8-4-6-10-16(14)22(27(2,25)26)13-19(24)21-12-18(23)20-15-9-5-7-11-17(15)21/h4-11H,3,12-13H2,1-2H3,(H,20,23)	ZILOCDWVWNGAGJ-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=CC=C(C=C1)N(C(C)C(=O)N1CC(=O)NC2=C1C=CC=C2)S(C)(=O)=O	COc1ccc(cc1)N(C(C)C(=O)N1CC(=O)Nc2ccccc12)S(C)(=O)=O	MolPort-000-124-125	InChI=1S/C19H21N3O5S/c1-13(22(28(3,25)26)14-8-10-15(27-2)11-9-14)19(24)21-12-18(23)20-16-6-4-5-7-17(16)21/h4-11,13H,12H2,1-3H3,(H,20,23)	DBRMETASPPSYME-UHFFFAOYSA-N	< 50	< 50	50 - 100	12
CC(N(C1=CC(C)=C(C)C=C1)S(C)(=O)=O)C(=O)NC1=CC=C2N(C)C(=O)N(C)C2=C1	CC(N(c1ccc(C)c(C)c1)S(C)(=O)=O)C(=O)Nc1ccc2n(C)c(=O)n(C)c2c1	MolPort-000-124-126	InChI=1S/C21H26N4O4S/c1-13-7-9-17(11-14(13)2)25(30(6,28)29)15(3)20(26)22-16-8-10-18-19(12-16)24(5)21(27)23(18)4/h7-12,15H,1-6H3,(H,22,26)	CRJJYJYBNCFMFN-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
COC1=CC=C(CCNC(=O)C2=C(NS(=O)(=O)C3=CC=CS3)C=CC=C2)C=C1OC	COc1ccc(CCNC(=O)c2ccccc2NS(=O)(=O)c2cccs2)cc1OC	MolPort-000-124-127	InChI=1S/C21H22N2O5S2/c1-27-18-10-9-15(14-19(18)28-2)11-12-22-21(24)16-6-3-4-7-17(16)23-30(25,26)20-8-5-13-29-20/h3-10,13-14,23H,11-12H2,1-2H3,(H,22,24)	BEQKPYZNPYHWJV-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
COCCCNC(=O)C1=C(NS(=O)(=O)C2=CC=CS2)C=CC=C1	COCCCNC(=O)c1ccccc1NS(=O)(=O)c1cccs1	MolPort-000-124-128	InChI=1S/C15H18N2O4S2/c1-21-10-5-9-16-15(18)12-6-2-3-7-13(12)17-23(19,20)14-8-4-11-22-14/h2-4,6-8,11,17H,5,9-10H2,1H3,(H,16,18)	NODJBOFPELBVMD-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CSC1=CC=C(C=C1)S(=O)(=O)N1CC(=O)NC2=C1C=CC=C2	CSc1ccc(cc1)S(=O)(=O)N1CC(=O)Nc2ccccc12	MolPort-000-124-129	InChI=1S/C15H14N2O3S2/c1-21-11-6-8-12(9-7-11)22(19,20)17-10-15(18)16-13-4-2-3-5-14(13)17/h2-9H,10H2,1H3,(H,16,18)	ZZEYPQKCLLXMPE-UHFFFAOYSA-N	< 50	< 50	50 - 100	12
CN(C1=C(C=CC=C1)C(=O)NC1=CC=C2N(C)C(=O)N(C)C2=C1)S(C)(=O)=O	CN(c1ccccc1C(=O)Nc1ccc2n(C)c(=O)n(C)c2c1)S(C)(=O)=O	MolPort-000-124-130	InChI=1S/C18H20N4O4S/c1-20-15-10-9-12(11-16(15)21(2)18(20)24)19-17(23)13-7-5-6-8-14(13)22(3)27(4,25)26/h5-11H,1-4H3,(H,19,23)	PLGKCVZHBQCWEF-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
COC1=C(C=C(C)C=C1)N(CC(=O)NCCN1CCOCC1)S(=O)(=O)C1=CC=CC=C1	COc1ccc(C)cc1N(CC(=O)NCCN1CCOCC1)S(=O)(=O)c1ccccc1	MolPort-000-124-131	InChI=1S/C22H29N3O5S/c1-18-8-9-21(29-2)20(16-18)25(31(27,28)19-6-4-3-5-7-19)17-22(26)23-10-11-24-12-14-30-15-13-24/h3-9,16H,10-15,17H2,1-2H3,(H,23,26)	DBSTXQPXEJPWMU-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CS(=O)(=O)N(CC(=O)NCCN1CCOCC1)C1=CC=C(OC2=CC=CC=C2)C=C1	CS(=O)(=O)N(CC(=O)NCCN1CCOCC1)c1ccc(Oc2ccccc2)cc1	MolPort-000-124-132	InChI=1S/C21H27N3O5S/c1-30(26,27)24(17-21(25)22-11-12-23-13-15-28-16-14-23)18-7-9-20(10-8-18)29-19-5-3-2-4-6-19/h2-10H,11-17H2,1H3,(H,22,25)	CTEJTUMRORORRU-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CN1C(=O)N(C)C2=CC(NC(=O)C3=CC=C(NS(C)(=O)=O)C=C3)=CC=C12	Cn1c2ccc(NC(=O)c3ccc(NS(C)(=O)=O)cc3)cc2n(C)c1=O	MolPort-000-124-134	InChI=1S/C17H18N4O4S/c1-20-14-9-8-13(10-15(14)21(2)17(20)23)18-16(22)11-4-6-12(7-5-11)19-26(3,24)25/h4-10,19H,1-3H3,(H,18,22)	FSFKFEKKEDSNCB-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
COC(=O)C1=CC=C(Cl)C(NC(=O)C2=CC3=CC=CC=C3O2)=C1	COC(=O)c1ccc(Cl)c(NC(=O)c2cc3ccccc3o2)c1	MolPort-000-124-135	InChI=1S/C17H12ClNO4/c1-22-17(21)11-6-7-12(18)13(8-11)19-16(20)15-9-10-4-2-3-5-14(10)23-15/h2-9H,1H3,(H,19,20)	IGVOHEGQYHZSBC-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
COC(=O)C1=CC(NC(=O)C2=CC3=CC=CC=C3O2)=CC=C1Cl	COC(=O)c1cc(NC(=O)c2cc3ccccc3o2)ccc1Cl	MolPort-000-124-137	InChI=1S/C17H12ClNO4/c1-22-17(21)12-9-11(6-7-13(12)18)19-16(20)15-8-10-4-2-3-5-14(10)23-15/h2-9H,1H3,(H,19,20)	DYQBICQAVDUXQY-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CS(=O)(=O)N(CC(=O)N1CC(=O)NC2=C1C=CC=C2)C1=CC(=CC=C1)C(F)(F)F	CS(=O)(=O)N(CC(=O)N1CC(=O)Nc2ccccc12)c1cccc(c1)C(F)(F)F	MolPort-000-124-138	InChI=1S/C18H16F3N3O4S/c1-29(27,28)24(13-6-4-5-12(9-13)18(19,20)21)11-17(26)23-10-16(25)22-14-7-2-3-8-15(14)23/h2-9H,10-11H2,1H3,(H,22,25)	KUEHVWBZNWHUKY-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
O=C(N1CC(=O)NC2=C1C=CC=C2)C1=CC=C(C=C1)C1SCC(=O)N1CC1=CC=CO1	O=C(N1CC(=O)Nc2ccccc12)c1ccc(cc1)C1SCC(=O)N1Cc1ccco1	MolPort-000-124-139	InChI=1S/C23H19N3O4S/c27-20-13-25(19-6-2-1-5-18(19)24-20)22(29)15-7-9-16(10-8-15)23-26(21(28)14-31-23)12-17-4-3-11-30-17/h1-11,23H,12-14H2,(H,24,27)	JLZBUOPKGMJDEG-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
OC1=C(CN2N=NC3=CC=CC=C23)C=CC=C1	Oc1ccccc1Cn1nnc2ccccc12	MolPort-000-124-142	InChI=1S/C13H11N3O/c17-13-8-4-1-5-10(13)9-16-12-7-3-2-6-11(12)14-15-16/h1-8,17H,9H2	CFXOATFGYAMSIQ-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	5
CCN1C=NC2=CC(NC(=O)COC3=CC=C(C)C=C3)=CC=C12	CCn1cnc2cc(NC(=O)COc3ccc(C)cc3)ccc12	MolPort-000-124-149	InChI=1S/C18H19N3O2/c1-3-21-12-19-16-10-14(6-9-17(16)21)20-18(22)11-23-15-7-4-13(2)5-8-15/h4-10,12H,3,11H2,1-2H3,(H,20,22)	VXRXCRHCNNRKRD-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCCN1C=NC2=CC(NC(=O)COC3=CC=C(C)C=C3)=CC=C12	CCCn1cnc2cc(NC(=O)COc3ccc(C)cc3)ccc12	MolPort-000-124-150	InChI=1S/C19H21N3O2/c1-3-10-22-13-20-17-11-15(6-9-18(17)22)21-19(23)12-24-16-7-4-14(2)5-8-16/h4-9,11,13H,3,10,12H2,1-2H3,(H,21,23)	DWPJVJJBKWFLJM-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCN1C=NC2=CC(NC(=O)COC3=CC=C(OC)C=C3)=CC=C12	CCn1cnc2cc(NC(=O)COc3ccc(OC)cc3)ccc12	MolPort-000-124-152	InChI=1S/C18H19N3O3/c1-3-21-12-19-16-10-13(4-9-17(16)21)20-18(22)11-24-15-7-5-14(23-2)6-8-15/h4-10,12H,3,11H2,1-2H3,(H,20,22)	OZXMSRLGZAZAME-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCCN1C=NC2=CC(NC(=O)COC3=CC=C(OC)C=C3)=CC=C12	CCCn1cnc2cc(NC(=O)COc3ccc(OC)cc3)ccc12	MolPort-000-124-153	InChI=1S/C19H21N3O3/c1-3-10-22-13-20-17-11-14(4-9-18(17)22)21-19(23)12-25-16-7-5-15(24-2)6-8-16/h4-9,11,13H,3,10,12H2,1-2H3,(H,21,23)	RCBLNGFKTSQQSJ-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CN1C=NC2=CC(NC(=O)COC3=CC=C(Cl)C=C3)=CC=C12	Cn1cnc2cc(NC(=O)COc3ccc(Cl)cc3)ccc12	MolPort-000-124-154	InChI=1S/C16H14ClN3O2/c1-20-10-18-14-8-12(4-7-15(14)20)19-16(21)9-22-13-5-2-11(17)3-6-13/h2-8,10H,9H2,1H3,(H,19,21)	YQRCTPMPVXGASC-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCN1C=NC2=CC(NC(=O)COC3=CC=C(Cl)C=C3)=CC=C12	CCn1cnc2cc(NC(=O)COc3ccc(Cl)cc3)ccc12	MolPort-000-124-155	InChI=1S/C17H16ClN3O2/c1-2-21-11-19-15-9-13(5-8-16(15)21)20-17(22)10-23-14-6-3-12(18)4-7-14/h3-9,11H,2,10H2,1H3,(H,20,22)	ROBZOKXCPMEPSM-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCN1C=NC2=CC(NC(=O)COC3=C(C)C=CC=C3)=CC=C12	CCn1cnc2cc(NC(=O)COc3ccccc3C)ccc12	MolPort-000-124-156	InChI=1S/C18H19N3O2/c1-3-21-12-19-15-10-14(8-9-16(15)21)20-18(22)11-23-17-7-5-4-6-13(17)2/h4-10,12H,3,11H2,1-2H3,(H,20,22)	NWLZEJCXPPLWMA-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCCN1C=NC2=CC(NC(=O)COC3=C(C)C=CC=C3)=CC=C12	CCCn1cnc2cc(NC(=O)COc3ccccc3C)ccc12	MolPort-000-124-157	InChI=1S/C19H21N3O2/c1-3-10-22-13-20-16-11-15(8-9-17(16)22)21-19(23)12-24-18-7-5-4-6-14(18)2/h4-9,11,13H,3,10,12H2,1-2H3,(H,21,23)	ODPIXPXSVGIVGB-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCN1C(NC(=O)COC2=CC=C(C)C=C2)=NC2=CC=CC=C12	CCn1c(NC(=O)COc2ccc(C)cc2)nc2ccccc12	MolPort-000-124-158	InChI=1S/C18H19N3O2/c1-3-21-16-7-5-4-6-15(16)19-18(21)20-17(22)12-23-14-10-8-13(2)9-11-14/h4-11H,3,12H2,1-2H3,(H,19,20,22)	BESOAGYGWDAHPY-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCN1C(NC(=O)COC2=CC=C(OC)C=C2)=NC2=CC=CC=C12	CCn1c(NC(=O)COc2ccc(OC)cc2)nc2ccccc12	MolPort-000-124-159	InChI=1S/C18H19N3O3/c1-3-21-16-7-5-4-6-15(16)19-18(21)20-17(22)12-24-14-10-8-13(23-2)9-11-14/h4-11H,3,12H2,1-2H3,(H,19,20,22)	QIRLQKNLDHMPKO-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCN1C(NC(=O)COC2=CC=C(Cl)C=C2)=NC2=CC=CC=C12	CCn1c(NC(=O)COc2ccc(Cl)cc2)nc2ccccc12	MolPort-000-124-160	InChI=1S/C17H16ClN3O2/c1-2-21-15-6-4-3-5-14(15)19-17(21)20-16(22)11-23-13-9-7-12(18)8-10-13/h3-10H,2,11H2,1H3,(H,19,20,22)	BPLIYQKEVTXLDJ-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCCN1C(NC(=O)COC2=CC=CC=C2)=NC2=CC=CC=C12	CCCn1c(NC(=O)COc2ccccc2)nc2ccccc12	MolPort-000-124-161	InChI=1S/C18H19N3O2/c1-2-12-21-16-11-7-6-10-15(16)19-18(21)20-17(22)13-23-14-8-4-3-5-9-14/h3-11H,2,12-13H2,1H3,(H,19,20,22)	AXIVMHXTEYNANJ-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CC1=CC=C(OCC(=O)NC2=NC3=CC=CC=C3N2CC=C)C=C1	Cc1ccc(OCC(=O)Nc2nc3ccccc3n2CC=C)cc1	MolPort-000-124-162	InChI=1S/C19H19N3O2/c1-3-12-22-17-7-5-4-6-16(17)20-19(22)21-18(23)13-24-15-10-8-14(2)9-11-15/h3-11H,1,12-13H2,2H3,(H,20,21,23)	DSZCRYLJLFASRT-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
COC1=CC=C(OCC(=O)NC2=NC3=CC=CC=C3N2CC=C)C=C1	COc1ccc(OCC(=O)Nc2nc3ccccc3n2CC=C)cc1	MolPort-000-124-163	InChI=1S/C19H19N3O3/c1-3-12-22-17-7-5-4-6-16(17)20-19(22)21-18(23)13-25-15-10-8-14(24-2)9-11-15/h3-11H,1,12-13H2,2H3,(H,20,21,23)	FDNMPISBBVXBFE-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
ClC1=CC=C(OCC(=O)NC2=NC3=CC=CC=C3N2CC=C)C=C1	Clc1ccc(OCC(=O)Nc2nc3ccccc3n2CC=C)cc1	MolPort-000-124-164	InChI=1S/C18H16ClN3O2/c1-2-11-22-16-6-4-3-5-15(16)20-18(22)21-17(23)12-24-14-9-7-13(19)8-10-14/h2-10H,1,11-12H2,(H,20,21,23)	SDVFHDZTETWZCD-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCN(CC)CCN1C(NC(=O)COC2=C(C)C=CC=C2)=NC2=CC=CC=C12	CCN(CC)CCn1c(NC(=O)COc2ccccc2C)nc2ccccc12	MolPort-000-124-167	InChI=1S/C22H28N4O2/c1-4-25(5-2)14-15-26-19-12-8-7-11-18(19)23-22(26)24-21(27)16-28-20-13-9-6-10-17(20)3/h6-13H,4-5,14-16H2,1-3H3,(H,23,24,27)	VJHDFWNBJCTIMC-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
ClC1=CC=C(OCC(=O)NC2=NC3=CC=CC=C3N2CCN2CCOCC2)C=C1	Clc1ccc(OCC(=O)Nc2nc3ccccc3n2CCN2CCOCC2)cc1	MolPort-000-124-170	InChI=1S/C21H23ClN4O3/c22-16-5-7-17(8-6-16)29-15-20(27)24-21-23-18-3-1-2-4-19(18)26(21)10-9-25-11-13-28-14-12-25/h1-8H,9-15H2,(H,23,24,27)	SPUVHWAYNUHHFN-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCOC1=C(C=C(Br)C=C1)C(=O)NC1=CNC(=O)NC1=O	CCOc1ccc(Br)cc1C(=O)Nc1c[nH]c(=O)[nH]c1=O	MolPort-000-124-172	InChI=1S/C13H12BrN3O4/c1-2-21-10-4-3-7(14)5-8(10)11(18)16-9-6-15-13(20)17-12(9)19/h3-6H,2H2,1H3,(H,16,18)(H2,15,17,19,20)	KRQZEWRJSCYPBH-UHFFFAOYSA-N	< 50	< 50	null	10
ClC1=C(CSCC(=O)NC2=CC=C(NC(=O)C3=CC=CS3)C=C2)C=CC=C1	Clc1ccccc1CSCC(=O)Nc1ccc(NC(=O)c2cccs2)cc1	MolPort-000-124-173	InChI=1S/C20H17ClN2O2S2/c21-17-5-2-1-4-14(17)12-26-13-19(24)22-15-7-9-16(10-8-15)23-20(25)18-6-3-11-27-18/h1-11H,12-13H2,(H,22,24)(H,23,25)	LKGMRMCEKRWXIK-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCC(=O)NC1=CC(=CC(NC(=O)CC)=C1)C1=NC2=CC=CC=C2O1	CCC(=O)Nc1cc(NC(=O)CC)cc(c1)-c1nc2ccccc2o1	MolPort-000-124-174	InChI=1S/C19H19N3O3/c1-3-17(23)20-13-9-12(10-14(11-13)21-18(24)4-2)19-22-15-7-5-6-8-16(15)25-19/h5-11H,3-4H2,1-2H3,(H,20,23)(H,21,24)	YIKYRMAKPJDNDD-UHFFFAOYSA-N	< 50	< 50	null	10
O=C(CCC1CCCCC1)NC1=CC=CC(=C1)C(=O)NC1=NC=CS1	O=C(CCC1CCCCC1)Nc1cccc(c1)C(=O)Nc1nccs1	MolPort-000-124-175	InChI=1S/C19H23N3O2S/c23-17(10-9-14-5-2-1-3-6-14)21-16-8-4-7-15(13-16)18(24)22-19-20-11-12-25-19/h4,7-8,11-14H,1-3,5-6,9-10H2,(H,21,23)(H,20,22,24)	VUGHKVGASBBSGN-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
BrC1=CC=C(OCC(=O)NC2=CC=C(C=C2)C(=O)NC2=NC=CS2)C=C1	Brc1ccc(OCC(=O)Nc2ccc(cc2)C(=O)Nc2nccs2)cc1	MolPort-000-124-176	InChI=1S/C18H14BrN3O3S/c19-13-3-7-15(8-4-13)25-11-16(23)21-14-5-1-12(2-6-14)17(24)22-18-20-9-10-26-18/h1-10H,11H2,(H,21,23)(H,20,22,24)	HFCNUBOSTCKFDK-UHFFFAOYSA-N	< 50	< 50	null	10
CCOC1=C(C=C(Cl)C=C1)C(=O)NC1=NOC(C)=C1	CCOc1ccc(Cl)cc1C(=O)Nc1cc(C)on1	MolPort-000-124-178	InChI=1S/C13H13ClN2O3/c1-3-18-11-5-4-9(14)7-10(11)13(17)15-12-6-8(2)19-16-12/h4-7H,3H2,1-2H3,(H,15,16,17)	UCFXJAMTJMPNDF-UHFFFAOYSA-N	< 50	< 50	null	12
CCOC1=CC=C(C=C1)C1=NC2=CC=C(O)C=C2C(=O)O1	CCOc1ccc(cc1)-c1nc2ccc(O)cc2c(=O)o1	MolPort-000-124-179	InChI=1S/C16H13NO4/c1-2-20-12-6-3-10(4-7-12)15-17-14-8-5-11(18)9-13(14)16(19)21-15/h3-9,18H,2H2,1H3	DISVTSUGFRCNAV-UHFFFAOYSA-N	< 50	< 50	null	10
CC1=C(NC(=O)C2CCCCC2)C=CC=C1C(O)=O	Cc1c(NC(=O)C2CCCCC2)cccc1C(O)=O	MolPort-000-124-180	InChI=1S/C15H19NO3/c1-10-12(15(18)19)8-5-9-13(10)16-14(17)11-6-3-2-4-7-11/h5,8-9,11H,2-4,6-7H2,1H3,(H,16,17)(H,18,19)	NWNNLWGNEQLXNG-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
